Cluster,fake_identificacion,Periodo,Region,Zona,Centro,Periodo Admision,Ciclo Academico,Tipo de Programa,Estatus del Curso,Porcentaje de beca,Porcentaje desencuento matricula,Monto descuento automatico,Edad,Sexo,Discapacidad,Porcentaje de discapacidades,Número discapacidades,Metodología de la invest y tec(Bim1),Computación y sociedad(Bim1),Fundamentos de tecnologias(Bim1),Algoritmos y resolución de pro(Bim1),Humanismo universidad y cultu(Bim1),Fundamentos matematicos(Bim1),Metodología de la invest y tec(Bim2),Computación y sociedad(Bim2),Fundamentos de tecnologias(Bim2),Algoritmos y resolución de pro(Bim2),Humanismo universidad y cultu(Bim2),Fundamentos matematicos(Bim2),Metodología de la invest y tec(aaBim1),Computación y sociedad(aaBim1),Fundamentos de tecnologias(aaBim1),Algoritmos y resolución de pro(aaBim1),Humanismo universidad y cultu(aaBim1),Fundamentos matematicos(aaBim1),Metodología de la invest y tec(aaBim2),Computación y sociedad(aaBim2),Fundamentos de tecnologias(aaBim2),Algoritmos y resolución de pro(aaBim2),Humanismo universidad y cultu(aaBim2),Fundamentos matematicos(aaBim2),Metodología de la invest y tec(acdBim1),Computación y sociedad(acdBim1),Fundamentos de tecnologias(acdBim1),Algoritmos y resolucion de pro(acdBim1),Humanismo universidad y cultu(acdBim1),Fundamentos matematicos(acdBim1),Computación y sociedad(acdBim2),Fundamentos de tecnologias(acdBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(acdBim2),Fundamentos matematicos(acdBim2),Metodología de la invest y tec(apeBim1),Computación y sociedad(apeBim1),Fundamentos de tecnologias(apeBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(apeBim1),Fundamentos matematicos(apeBim1),Computación y sociedad(apeBim2),Algoritmos y resolución de pro(apeBim2),Componente_1,Componente_2,porcentaje_de_beca
Regular,XNPB97542098303943,202062,SANTO DOMINGO,COSTA-NOR,ESMERALDAS,202062,1,CONTINUO,CURSOS CADUCADOS,10,5,143.28,30,HOMBRE,NO,0,0,3.7,5.14,6.46,5.64,4.25,8.27,0,2.86,0.23,0,0.2,1.55,1.87,2.04,2.06,1.94,2.2,2.46,-1,0.5,0.23,0,0.2,0.39,1.23,1.6,1.5,3,1.05,2.96,1.35,0,0,0,1.01,0.6,1.5,2.9,0.7,1,2.85,1.01,0,0.9516860349597401,-0.143283062,202062
Critico,UTSR57323342591003,202064,GUAYAQUIL,COSTA-INS,SALINAS,202062,1,CONTINUO,CURSOS INSCRITOS,10,100,48.97,25,HOMBRE,NO,0,0,0,6.76,5.03,1.03,2.9,0.71,0,0,-1,0.23,0,0,0,0.9,0.23,0.8,-1,0.2,-1,-1,-1,-1,-1,-1,0,3.5,2,0.13,1.6,0,0,-1,0.13,0,0,0,2.36,2.8,0.1,-1,0.51,-1,0.1,2.1429399340034547,-0.643986605,202062
Critico,RHXR59523203373890,202162,CUENCA,SIERRA-SUR,CUENCA,202062,1,NUEVO,CURSOS INSCRITOS,10,5,141.57,39,HOMBRE,NO,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,2.9301122107639057,-1.27146754,202062
Bueno,SMSZ62082505257541,202062,CUENCA,SIERRA-SUR,CUENCA,202062,1,NUEVO,CURSOS INSCRITOS,10,5,189.4,39,HOMBRE,NO,0,0,5.93,9,6.83,8.32,8.13,6.02,8.41,9.35,8.64,7.75,8.59,8.2,2.07,2.75,2.1,2.32,2.23,1.48,1.91,3.19,2.67,2.25,2.69,2.26,2.1,3.32,2.23,3,3.3,1.69,3.35,3.31,2.5,3.5,2.94,1.76,2.93,2.5,3,2.6,2.85,2.81,3,-1.489068703,-0.283619283,202062
Bueno,ESEX36781071632641,202264,CUENCA,SIERRA-SUR,CUENCA,202062,2,CONTINUO,CURSOS INSCRITOS,5,30,213.02,25,MUJER,NO,0,0,6.84,8.61,7.93,9.12,8.9,8.08,8.91,8.4,8.8,9,9.25,8.23,2.04,2.61,2.43,2.72,2.4,2.72,2.41,3.14,2.5,2.5,2.89,2.25,3,3,3.1,3.5,3.5,2.68,2.77,3.3,3.5,3.36,3.05,1.8,3,2.4,2.9,3,2.68,2.49,3,-1.842338571,0.1224700195274244,202062
Bueno,AYZS25714724048385,202162,GUAYAQUIL,COSTA-INS,LA TRONCAL,202062,3,CONTINUO,CURSOS INSCRITOS,0,20,206.12,19,HOMBRE,NO,0,0,7.49,9.25,8.53,8.91,9.1,8.5,9.08,9.19,8.36,7.53,8.26,7.78,2.23,3.19,2.3,2.41,3,2.77,2.58,3.19,2.3,2.03,2.76,1.94,2.9,3.28,3.45,3.5,3.5,2.96,3.3,3.13,2.5,2.9,3.14,2.36,2.78,2.78,3,2.6,2.77,2.7,3,-1.845217411,0.15487417837327566,202062
Bueno,OPMO70317892457700,202264,CUENCA,SIERRA-SUR,LA TRONCAL,202062,2,CONTINUO,CURSOS INSCRITOS,10,100,80.78,23,HOMBRE,NO,0,0,6.24,8.25,8.34,-1,7.14,9.05,8.41,8.69,9.01,-1,7.04,8.67,2.41,3.25,2.97,2.33,2.94,2.75,2.06,3.06,2.8,0.25,2.94,2.52,1.5,2.15,3.37,-1,1.8,3.3,2.93,3.21,-1,3.1,3.15,2.33,2.85,2,0.03,2.4,3,2.7,-1,-0.734141652,0.5889296897214413,202062
Bueno,OBPI07827737787181,202162,CUENCA,SIERRA-SUR,AZOGUES,202062,1,NUEVO,CURSOS INSCRITOS,0,5,215.6,39,HOMBRE,NO,0,0,5.5,8.03,6.9,4.57,8.91,7.82,8.61,6.85,7.88,5.75,9.5,7.8,1.7,1.75,2.14,2.77,3.16,2.6,2.16,2.94,3,2.75,3.2,2.27,2,3.35,1.78,1,2.95,2.22,1.35,1.88,2,3.5,2.53,1.8,2.93,2.98,0.8,2.8,3,2.56,1,-1.044164349,0.016101242,202062
Bueno,UQJT49343899668372,202262,QUITO,SIERRA-NOR,TULCAN,202062,2,CONTINUO,CURSOS INSCRITOS,10,100,136.02,39,HOMBRE,NO,0,0,4.69,7.5,7.06,6.66,6.59,7.59,5.2,7.1,2.75,4.47,9.19,7.63,1.84,3,2.5,2.14,2.19,2.62,1.7,2.64,2.75,2.42,2.69,2.74,1.35,1.5,2.68,3.5,1.5,2.15,1.5,0,1.03,3.5,1.89,1.5,3,1.88,1.02,2.9,2.82,2.96,1.02,-0.722999098,0.33508491824910114,202062
Bueno,GGHZ35208546183007,202264,QUITO,SIERRA-NOR,SAN GABRIEL,202062,3,CONTINUO,CURSOS INSCRITOS,18,20,128.26,35,HOMBRE,NO,0,0,7.88,9.47,9.39,9.91,7.56,9.16,9.63,9.8,9.88,9.67,9.29,9.28,2.33,3.19,3.13,3.41,3.06,2.96,3.13,3.5,3.4,3.17,3.19,2.86,3.3,3.35,3.36,3.5,1.5,3.2,3.3,3.48,3.5,3.5,3.42,2.25,2.93,2.9,3,3,3,3,3,-2.230722129,0.24107892074677523,202062
Incierto,CWXA65909747344978,202264,QUITO,METROPOLIT,QUITO,202062,2,CONTINUO,CURSOS CADUCADOS,15,25,104.31,24,MUJER,NO,0,0,7.76,-1,8.08,9.57,-1,8.01,8.68,-1,9.28,7.98,-1,8.9,1.97,2.6,2.43,3.07,2.38,1.98,2.22,1,2.87,2.78,1,2.4,2.9,-1,2.75,3.5,-1,3.03,-1,3.41,3,-1,3.5,2.89,1.5,2.9,3,0.5,3,-1,2.2,-0.04082065,0.042909619,202062
Bueno,APKD32866491795241,202264,QUITO,SIERRA-CEN,RIOBAMBA,202062,4,CONTINUO,CURSOS INSCRITOS,8,20,51.28,26,MUJER,NO,0,0,9.19,9.76,9.53,9.58,9.53,8.83,9.08,9.62,9.21,9.58,9.75,8.26,2.84,3.26,3.07,3.08,3.03,2.56,2.58,3.19,2.8,3.08,3.25,2.21,3.35,3.5,3.47,3.5,3.5,3.31,3.5,3.41,3.5,3.5,3.05,3,3,2.99,3,3,2.96,2.93,3,-2.267498381,0.3387591058023554,202062
Bueno,YTRB22763248025639,202062,LOJA,SUR,HUAQUILLAS,202062,4,CONTINUO,CURSOS CADUCADOS,18,20,170.66,33,HOMBRE,NO,0,0,8.47,9.63,9.19,9.4,9.56,9.46,9.06,9.2,9.02,9.5,9.75,9.48,2.71,3.13,2.87,2.9,3.26,2.99,2.56,3.31,2.9,3,3.25,2.98,3.43,3.5,3.33,3.5,3.5,3.47,2.93,3.27,3.5,3.5,3.5,2.33,3,2.99,3,2.8,3,2.96,3,-2.281352355,0.2394146323668992,202062
Bueno,NQRT94607170237048,202264,QUITO,SIERRA-NOR,COCA,202062,3,CONTINUO,CURSOS CADUCADOS,0,20,193.31,25,HOMBRE,NO,0,0,6.46,9.23,6.29,9.02,-1,8.65,8.25,8.7,8.57,6.45,-1,7.96,2.18,3.18,1.54,2.72,2.28,2.93,1.97,3.01,2.47,2.8,0.95,2.84,2.1,3.35,2.55,3.5,-1,3.23,3.15,3.1,2.75,-1,2.52,2.18,2.7,2.2,2.8,1.95,2.49,2.54,0.9,-0.860539551,0.10411877251642068,202062
Regular,GRFA53482001239562,202264,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202062,1,NUEVO,CURSOS INSCRITOS,60,0,0,39,HOMBRE,NO,0,0,3.72,5.54,4.3,5.48,6.71,5.19,5.2,5.24,6.07,3.28,5.05,5.28,1.83,2.53,1.7,1.78,0.96,1.54,0.8,0.65,0.67,0.63,0.75,0.66,1.48,1.28,2.2,3,2.95,1.96,3.15,3.3,2.25,3.3,1.87,0.41,1.73,0.4,0.7,2.8,1.69,1.44,0.4,0.026190254144320146,-0.744517323,202062
Bueno,GDWA99412615142061,202264,LOJA,SUR,LOJA,202062,3,CONTINUO,CURSOS INSCRITOS,8,20,126.42,29,HOMBRE,NO,0,0,9.07,9.29,9.02,9.83,9.55,9.13,9.28,9.16,8.97,9.5,9.63,9.6,2.98,2.94,3.1,3.33,3.25,2.83,2.78,3.06,2.9,3,3.13,3.32,3.28,3.35,2.97,3.5,3.3,3.3,3.1,3.07,3.5,3.5,3.28,2.81,3,2.95,3,3,3,3,3,-2.256352468,0.29876240658153336,202062
Bueno,BYVI90795576912950,202262,LOJA,SUR,LOJA,202062,3,CONTINUO,CURSOS INSCRITOS,10,20,119.97,25,HOMBRE,NO,0,0,5.97,-1,9.06,9.49,8.91,8.78,9.38,-1,8.8,5.58,8.58,7.89,2.29,3.31,2.77,2.99,3.01,2.98,2.88,0.95,2.4,2.58,3.08,2.69,2.63,-1,3.39,3.5,2.9,2.87,-1,3.4,2,3.1,2.28,1.05,3.5,2.9,3,3,2.93,-1,1,-0.800188745,0.3790595723004455,202062
Bueno,IGIM71194547090866,202064,LOJA,SUR,LOJA,202062,2,CONTINUO,CURSOS CADUCADOS,5,25,213.02,27,MUJER,NO,0,0,6.99,9.19,8.52,9.28,9.59,8.15,7.1,8.72,9.54,8.17,9.04,8.56,1.64,2.94,2.3,2.78,3.15,2.58,2.1,3.28,3.07,2.27,3.44,2.61,3.4,3.25,3.25,3.5,3.44,3.18,2.93,3.47,3,2.6,3.46,1.95,3,2.97,3,3,2.39,2.51,2.9,-1.930339016,0.16986735288084712,202062
Bueno,HRZA82385203269912,202264,LOJA,SUR,SARAGURO,202062,1,NUEVO,CURSOS INSCRITOS,0,5,97.23,39,HOMBRE,NO,0,0,7.61,9.58,8.6,8.85,9.55,8.06,6.83,6.76,9.07,3.67,7.78,7.04,2.38,3.23,2.6,2.55,3.2,2.43,1.98,2.84,2.67,2.67,1.98,2.42,2.3,3.35,3,3.5,3.35,3.11,1.35,3.4,0,3.2,2.13,2.93,3,3,2.8,3,2.52,2.57,1,-1.301786034,-0.041900425,202062
Regular,YQMS94973326770927,202162,LOJA,SUR,ZUMBA,202062,1,NUEVO,CURSOS INSCRITOS,0,0,0,39,HOMBRE,NO,0,0,5.14,7.08,7.76,8.21,6.8,4.92,6.86,7.08,7.42,3.73,7.25,6.47,2.51,3.13,2.1,2.71,2.6,0.75,0.95,1,0.97,0.93,0.95,0.86,0.9,1.32,3.4,2.5,1.4,1.3,3.3,3.45,2,3.3,2.68,1.73,2.63,2.26,3,2.8,2.87,2.78,0.8,-0.527588725,-0.321371121,202062
Regular,KLSL03759932122367,202264,QUITO,METROPOLIT,QUITO-VILLAFLORA,202062,1,NUEVO,CURSOS INSCRITOS,0,0,0,39,HOMBRE,NO,0,0,2.04,3.35,1.93,2.58,3.01,6.81,0.5,1.75,0.67,0,2,4,2.04,2,1.93,1.58,2.01,1.9,0.5,0.5,0.67,0,1,0.6,0,0,0,0,0,1.91,0,0,0,0,1.15,0,1.35,-1,1,1,3,1.25,0,1.5752943698204784,-0.270523215,202062
Incierto,AIQJ68132372503337,202062,QUITO,SIERRA-CEN,TENA,202062,4,CONTINUO,CURSOS CADUCADOS,40,20,127.5,40,HOMBRE,NO,0,0,7.59,-1,8.96,9.47,-1,9.05,8.99,-1,8.8,9.1,-1,9.14,1.93,3.19,2.46,3.07,3.31,2.73,2.75,1,2.6,3,1,2.86,3.3,-1,3.5,3.5,-1,3.32,-1,3.5,3.5,-1,3.28,2.36,3.5,3,2.9,3.25,3,-1,2.6,-0.332779641,0.2811242422204677,202062
Bueno,LCVJ42669768131808,202264,QUITO,SIERRA-CEN,PUYO,202062,3,CONTINUO,CURSOS INSCRITOS,10,20,115.99,22,MUJER,NO,0,0,6.83,8.88,8.32,-1,8.88,8.84,9.08,9.55,9.01,-1,9.1,8.61,2.59,2.75,2.74,1.81,3.13,2.66,2.58,3.25,2.9,1,3,2.6,2.63,3.28,2.6,-1,2.95,3.21,3.3,3.11,-1,3.1,3.16,1.61,2.85,2.98,3.5,2.8,2.97,3,-1,-1.073319651,0.8507237488655212,202062
Bueno,OLUH67950154753327,202264,QUITO,METROPOLIT,QUITO,202062,2,CONTINUO,CURSOS CADUCADOS,15,30,143.28,30,HOMBRE,NO,0,0,7.5,9.48,9.1,9.51,8.91,8.32,8.84,8.79,8.73,9.33,8.76,8.52,2.3,3.2,2.77,3.01,3.01,2.44,2.64,3.19,2.53,3.23,3.06,2.59,2.5,3.5,3.43,3.5,2.9,3.06,3.2,3.2,3.5,2.9,3,2.7,2.78,2.9,3,3,2.82,2.4,2.6,-1.977987138,0.20363621439210236,202062
Incierto,KACH89524195723745,202264,QUITO,METROPOLIT,QUITO-VILLAFLORA,202062,1,CONTINUO,CURSOS CADUCADOS,10,5,77.65,38,HOMBRE,NO,0,0,2.23,4.46,7.87,3.75,-1,4.61,1.68,3.95,2.9,3.5,-1,2.82,2.23,2.71,2.67,2.75,-1,2.2,1.68,3,2.9,2.5,-1,1.02,-1,1.6,3.2,0,-1,1.16,0,-1,0,-1,0,-1,0.15,2,1,-1,1.25,0.95,1,1.309440036372423,-0.191342432,202062
Incierto,ZUCP72776975864171,202264,QUITO,SIERRA-NOR,COCA,202062,3,CONTINUO,CURSOS INSCRITOS,0,20,80.07,22,HOMBRE,NO,0,0,4.12,8.09,6.3,8.34,-1,5.82,4.63,7.51,8.2,7.93,-1,8.52,1.49,2.71,1.4,2.44,1.6,2.08,1.44,2.61,2.3,2.28,0.75,2.58,2.18,2.68,3.5,3.5,-1,1.5,2.91,3.35,2.75,-1,3.09,0.45,2.7,1.4,2.4,2.45,2.24,1.99,2.9,-0.432629968,-0.216324619,202062
Bueno,XOUG26427184018878,202264,QUITO,SIERRA-CEN,RIOBAMBA,202062,3,CONTINUO,CURSOS INSCRITOS,100,20,0,19,MUJER,NO,0,0,5.44,8.61,7.13,7.53,8.81,8.54,6.56,8.76,8.35,8.4,8.31,7.69,1.48,3.06,2.43,1.63,2.71,2.33,2.13,2.94,2.5,2.15,2.81,2.01,2.35,2.55,3.1,3.3,3.3,3.21,3.15,3.15,3.25,2.7,2.84,1.61,3,1.6,2.6,2.8,3,2.67,3,-1.575250911,0.10631965885595358,202062
Regular,HGNG36824322411600,202264,QUITO,METROPOLIT,QUITO-VILLAFLORA,202062,3,CONTINUO,CURSOS INSCRITOS,10,20,36.74,20,MUJER,NO,0,0,2.31,-1,7.02,8.55,8.18,-1,3.14,-1,8.5,8.42,6.35,-1,2,-1,2.67,2.25,2.88,-1,2.38,-1,2.8,2.17,2.25,-1,0.23,-1,2.55,3.5,3.1,-1,-1,3,3.25,2.7,-1,0.08,-1,1.8,2.8,2.2,-1,-1,3,0.6684482506287629,-0.31930908,202062
Regular,BOGP62475625705506,202264,QUITO,METROPOLIT,QUITO,202062,3,CONTINUO,CURSOS INSCRITOS,10,100,60.58,21,HOMBRE,NO,0,0,3.84,-1,8.86,8.33,8.78,-1,4.79,-1,8.02,6.87,6.9,-1,1.96,-1,2.76,2.48,2.88,-1,1.34,-1,3.17,2.37,2.75,-1,0.83,-1,3.1,3.25,3.3,-1,-1,2,3.5,3.15,-1,1.05,-1,3,2.6,2.6,-1,-1,1,0.6184149112027661,-0.188196086,202062
Bueno,WXYU02987703420986,202064,QUITO,METROPOLIT,QUITO,201964,4,CONTINUO,CURSOS INSCRITOS,10,20,67.67,22,HOMBRE,NO,0,0,8.14,7.41,7.93,8.68,9.13,8.02,7.98,6.64,9.23,7,7.3,7.99,2.09,2.71,2.43,2.78,2.63,2.87,1.63,1,2.73,1,1,1.62,3.5,2.15,3.5,3.5,3.5,2.96,3.05,3.5,3,3.5,3.37,2.55,2.55,2,2.4,3,2.19,2.59,3,-1.562746218,-0.125510361,201964
Incierto,RXJL94079967911704,202264,QUITO,METROPOLIT,QUITO-VILLAFLORA,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,53.18,25,HOMBRE,NO,0,0,6.59,9.04,2.3,5.07,8.19,-1,2.01,5.38,4.27,3.55,8.31,-1,2.13,3.09,2.3,1.67,2.74,-1,1.83,3.04,2.47,1.85,2.81,-1,2.7,2.95,0,2.5,2.75,-1,1.35,1.8,1,3.5,-1,1.76,3,-1,0.9,2.7,-1,0.99,0.7,0.34249692945152044,0.37391937821019183,202062
Incierto,GVIT09339576742057,202062,QUITO,METROPOLIT,QUITO-CARCELEN,202062,3,CONTINUO,CURSOS INSCRITOS,8,20,179.7,24,HOMBRE,NO,0,0,2.22,7.39,5.1,-1,8.16,4.05,3.92,9.41,7.77,-1,9.09,6.77,1.04,2.99,2.2,-1,3.26,2.23,1.69,3.06,3.07,-1,3.19,2.18,0.8,3.05,2,-1,1.9,1.24,3.5,2,-1,3.1,2.43,0.38,1.35,0.9,-1,3,0.58,2.85,-1,0.067385328,0.3471184793144261,202062
Incierto,XNOF79159134209333,202064,QUITO,METROPOLIT,QUITO-CARCELEN,202062,3,CONTINUO,CURSOS CADUCADOS,0,20,88.87,36,HOMBRE,NO,0,0,6.15,9.04,-1,8.37,8.28,-1,6.16,8.85,-1,8.5,7.81,-1,2,2.69,-1,2.37,2.38,-1,2.25,2.5,-1,2.5,2.31,-1,2.8,3.35,-1,3,3.1,-1,3.35,-1,3,3.1,-1,1.35,3,-1,3,2.8,-1,3,3,0.10994753423244477,0.23552430280671924,202062
Critico,WKEF86495254054788,202162,CUENCA,SIERRA-SUR,CUENCA,202062,1,CONTINUO,CURSOS INSCRITOS,0,20,36.58,24,HOMBRE,NO,0,0,1.33,-1,-1,0.42,1.63,0,0.94,-1,-1,0.67,0.88,0,1.25,-1,-1,-1,-1,-1,0.94,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0.08,0,0,-1,-1,-1,-1,0,2.9467814491597184,-0.75756083,202062
Regular,BRHR43919988040074,202062,QUITO,METROPOLIT,QUITO-CARCELEN,202062,2,NUEVO,CURSOS INSCRITOS,10,20,72.46,24,HOMBRE,NO,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.33,3.03,2.67,2.9,2.28,3.33,1,1,0.97,1,1,0.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.43,0,3.5,0,3.38,-1,-1,2.7522728659978033,0.6763895319674829,202062
Incierto,OCUW54699269947848,202162,QUITO,SIERRA-NOR,COCA,202062,3,CONTINUO,CURSOS INSCRITOS,10,20,40.39,28,HOMBRE,NO,0,0,7.34,8.71,-1,-1,-1,-1,7.01,7.75,-1,-1,-1,-1,2.09,2.91,-1,2.5,-1,-1,1.56,2.94,-1,2.54,-1,-1,2.7,3.1,-1,-1,-1,-1,2.49,-1,-1,-1,-1,2.55,2.7,-1,2.8,-1,-1,2.32,-1,1.8331579226114438,0.35479353519539647,202062
Regular,MCNO16001921933764,202264,CUENCA,SIERRA-SUR,CUENCA,202062,1,NUEVO,CURSOS INSCRITOS,0,5,156.06,39,HOMBRE,NO,0,0,4.71,8.67,7.4,8.45,8.4,9.27,-1,0,-1,0.16,0,0,1.63,2.54,2.4,2.15,2.5,2.81,-1,-1,-1,-1,-1,-1,2.25,3.13,2,3.5,3.1,3.46,0,-1,0.06,0,0,0.83,3,3,2.8,2.8,3,-1,0.1,0.994496374,-0.434316506,202062
Critico,QHIZ82099154693771,202264,QUITO,SIERRA-NOR,CAYAMBE,202062,1,NUEVO,CURSOS INSCRITOS,10,5,87.5,39,HOMBRE,NO,0,0,2.35,4.78,3.63,3.55,5.75,2.26,-1,0,-1,0,0,0.08,0.55,0.95,0.83,0.85,0.95,0.25,-1,-1,-1,0,-1,-1,1.8,1.35,2,0,1.8,1.62,0,-1,0,0,0.08,-1,2.48,0.8,2.7,3,0.39,-1,0,1.933538859957178,-0.695814119,202062
Critico,IDDJ97364082814005,202264,SANTO DOMINGO,COSTA-NOR,QUEVEDO,202062,1,NUEVO,CURSOS INSCRITOS,0,5,156.06,39,HOMBRE,NO,0,0,2.08,3.15,2.07,0,2.15,2.84,-1,0,-1,0,0,0,0.35,0.45,0.47,0,0.35,0.54,-1,-1,-1,0,-1,-1,0.6,1.2,1.6,0,1.8,1.18,0,-1,0,0,0,1.13,1.5,-1,0,0,1.12,-1,0,2.312269989464963,-0.952824379,202062
Regular,ZOKQ46044116504366,202264,ESPAÑA,MADRID,MADRID,202062,1,CONTINUO,CURSOS CADUCADOS,60,25,0,24,HOMBRE,NO,0,0,7.15,-1,-1,-1,9.16,6.32,7.11,-1,-1,-1,8.84,7.6,2.24,-1,-1,-1,2.66,2.5,1.97,-1,-1,-1,2.89,2.34,2.73,-1,-1,-1,3.5,1.9,-1,-1,-1,3.35,2.84,2.18,-1,-1,-1,3,1.92,-1,-1,1.3666770073826375,0.15339204780465748,202062
Critico,VGPU24497503916038,202264,GUAYAQUIL,COSTA-CEN,MANTA,202062,1,NUEVO,CURSOS INSCRITOS,10,5,88.56,39,HOMBRE,NO,0,0,2.93,4.1,3.83,0.93,2,6.73,-1,3.26,0.23,0,1,2.16,0.7,2.9,0.83,0.93,0.4,2.72,-1,0.4,0.23,0,-1,0.15,1.4,1.2,1,0,1.6,1.29,1.43,-1,0,0,0.86,0.83,-1,2,0,0,2.72,1.43,0,1.5737770316892958,-0.661079191,202062
Bueno,YDQD84934925451976,202264,QUITO,METROPOLIT,QUITO-CARCELEN,202062,2,CONTINUO,CURSOS INSCRITOS,0,20,80.07,29,HOMBRE,NO,0,0,7.73,9.52,9.2,8.94,8.38,8.14,6.35,9.38,8.83,8.93,7.34,7.03,2.13,3.09,2.7,2.69,2.68,2.89,1.96,3.14,2.83,2.53,3.04,2.16,3.35,3.5,3.5,3.25,3.1,2.83,3.5,3.3,3.5,3.3,2.38,2.25,2.93,3,3,2.6,2.42,2.74,2.9,-1.869669323,0.077080425,202062
Bueno,DIJG22041497630733,202264,QUITO,METROPOLIT,QUITO,202062,4,CONTINUO,CURSOS INSCRITOS,0,20,51.29,27,HOMBRE,NO,0,0,7.04,5.26,9.3,9.37,8.69,8.56,5.08,8.7,7.47,6.16,7.78,8.53,2.58,3.26,2.8,2.87,3.19,2.76,2.28,2.69,2.77,2.51,3.08,2.41,1.5,2,3.5,3.5,3.1,3.43,3.5,2,2.55,2.7,3.3,2.96,-1,3,3,2.4,2.37,2.51,1.1,-1.454437264,0.15618813532090375,202062
Incierto,BZJX41825385215148,202264,QUITO,METROPOLIT,QUITO-CALDERON,202062,3,CONTINUO,CURSOS INSCRITOS,20,20,127.76,25,HOMBRE,NO,0,0,6.03,8.52,8.26,-1,-1,9.14,8.07,9.35,9.5,-1,-1,8.7,1.94,3.19,2.76,-1,-1,2.85,2.66,3,3,-1,-1,2.72,2.55,2.48,3.1,-1,-1,3.32,3.5,3.5,-1,-1,2.98,1.54,2.85,2.4,-1,-1,2.97,2.85,-1,0.1939555259335073,-0.159394865,202062
Bueno,HUCN87939704742492,202264,QUITO,METROPOLIT,QUITO-CARCELEN,202062,2,CONTINUO,CURSOS INSCRITOS,0,100,49.86,26,HOMBRE,NO,0,0,4.45,7.31,9.17,6.81,9.23,7.91,2.07,4.52,4.47,7.45,5.51,7.41,2.2,2.91,3.27,3.4,3.08,2.37,1.77,3.06,2.97,3.2,3.01,2.7,1.2,2.9,3.3,2.4,3.15,3.05,0,-1,3.25,1.5,2.22,1.05,1.5,2.6,1.01,3,2.49,1.46,1,-0.754180411,0.28849833118275076,202062
Bueno,CQLJ27880480858819,202264,QUITO,SIERRA-NOR,CAYAMBE,202062,3,CONTINUO,CURSOS INSCRITOS,0,100,57.46,22,HOMBRE,NO,0,0,7.73,9.38,8.56,9.43,9.66,9.3,8.1,9.24,6.22,7.45,9.55,6.39,2.76,3.21,2.76,3.13,3.16,3.14,2.89,3.26,2.87,3.05,3.25,2.22,3.28,3.32,2.8,3.5,3.5,3.16,3.43,2,3.5,3.3,2.33,1.69,2.85,3,2.8,3,3,2.55,0.9,-1.820571715,0.4274590378797059,202062
Bueno,LKYD99422373576126,202264,CUENCA,SIERRA-SUR,LIMON INDANZA,202062,3,CONTINUO,CURSOS CADUCADOS,0,30,161.92,23,HOMBRE,NO,0,0,8.49,9.08,9.3,9.37,8.88,9.49,5.71,7.28,7.35,4.9,5.5,7.2,2.94,2.88,2.8,2.87,2.88,3.06,1,1,1,0.9,1,0.97,3.3,3.35,3.5,3.5,3.2,3.43,3.35,3.5,3,3.5,3.23,2.25,2.85,3,3,2.8,3,2.93,1,-1.46254166,-0.028035262,202062
Incierto,CYVE75738779634657,202162,QUITO,METROPOLIT,QUITO-TURUBAMBA,202062,2,CONTINUO,CURSOS INSCRITOS,0,20,0,24,HOMBRE,NO,0,0,3.71,7.22,7.2,4.12,8.43,-1,4.04,8.16,9.73,8.05,6.68,-1,1.13,2.14,2.8,1.73,3.13,-1,1.78,1.99,3.23,2.3,3.38,-1,1.15,3.5,2,1.88,2.5,-1,3.5,3.5,3.25,3.3,-1,1.43,1.58,2.4,0.51,2.8,-1,2.67,2.5,-0.295278016,0.024457549057573767,202062
Bueno,MBGN44159733793999,202264,QUITO,SIERRA-CEN,AMBATO,202062,4,CONTINUO,CURSOS INSCRITOS,8,20,179.7,20,HOMBRE,NO,0,0,4.7,7.26,8.8,4.45,8.05,5.63,3.82,8.71,8,3.06,8.19,5.53,1.56,2.76,2.3,2.74,2.5,2.37,1.64,2.5,3,1.9,2.39,1.78,1.75,1.5,3.5,1,2.55,1.88,3.5,2,0.06,2.8,1.62,1.39,3,3,0.71,3,1.38,2.71,1.1,-0.727240486,0.36872656391840936,202062
Bueno,IQOZ80293561322075,202264,QUITO,SIERRA-CEN,AMBATO,202062,3,CONTINUO,CURSOS INSCRITOS,10,100,0,27,HOMBRE,NO,0,0,-1,8.96,8.5,7.93,8.95,6.78,-1,9.25,8.9,6.76,6.71,7.12,1.85,3.21,2.2,2.23,2.45,1.89,0.65,3.06,2.4,2.75,2.81,2.18,-1,3.5,3.3,3.5,3.5,2.69,3.5,3.5,1.01,2.9,2.69,3.1,2.25,3,2.2,3,2.2,2.69,3,-1.171321366,0.11650475668125991,202062
